,timestep,case_id,attitude,subnorms,pbc,adoption_status,geoid,actualpayback,intention,tolerated_payback,year
1429,1,13746,0.25,0.75,1,0,360010139023024,0.0,0.6197999999999999,15.0,2016.0
1430,1,4527,-0.0125,0.0,1,0,360010146072000,0.0,0.41490374999999996,15.0,2016.0
1431,1,40479,0.1875,1.0,1,0,360010143022000,0.0,0.61734375,7.5,2016.0
1432,1,55596,0.3125,0.5,1,0,360010142014017,0.0,0.6222562500000001,10.0,2016.0
1433,1,36871,0.6125,0.0,1,0,360010140024005,0.0,0.70971625,7.5,2016.0
1434,1,40348,0.375,0.25,1,0,360010143022016,0.0,0.6247124999999999,15.0,2016.0
1435,1,29996,0.2910714285714286,0.75,1,0,360010146093006,0.0,0.6391733928571428,10.0,2016.0
1436,1,36471,0.5625,0.0,1,0,360010018013000,0.0,0.68613125,7.5,2016.0
1437,1,23158,0.5,0.0,1,0,360010142024013,0.0,0.65665,7.5,2016.0
1438,1,27178,0.5625,0.75,1,1,360010127003017,0.0,0.76720625,7.5,2016.0
1439,1,23100,0.3125,0.75,1,0,360010142024016,0.0,0.64928125,15.0,2016.0
1440,1,55509,0.125,0.5,1,0,360010142014017,0.0,0.5338125,7.5,2016.0
1441,1,42493,0.3125,0.5,1,0,360010143012046,0.0,0.6222562500000001,7.5,2016.0
1442,1,57501,0.4875,0.5,1,0,360010147001067,0.0,0.7048037500000001,15.0,2016.0
1443,1,57392,0.6875,1.0,-1.0,0,360010147001067,0.0,0.5713937499999999,0.0,2016.0
1444,1,38810,0.4375,0.0,1,0,360010137071000,0.0,0.6271687499999999,15.0,2016.0
1445,1,36837,0.5375,0.5,1,0,360010140024005,0.0,0.72838875,7.5,2016.0
1446,1,80104,0.875,0.5,1,1,360010137054016,0.0,0.8875875,10.0,2016.0
1447,1,30054,0.1875,0.25,1,0,360010146093006,0.0,0.53626875,7.5,2016.0
1448,1,38838,0.375,0.75,1,0,360010137071000,0.0,0.6787624999999999,7.5,2016.0
1449,1,60534,0.5,0.75,1,0,360010136021047,0.0,0.737725,7.5,2016.0
1450,1,37387,-0.6875,0.75,1,0,360010145032023,0.0,0.17758124999999997,7.5,2016.0
1451,1,48792,0.48295454545454547,0.75,1,0,360010135061017,0.0,0.7296846590909091,15.0,2016.0
1452,1,22985,-0.25,1.0,1,0,360010142024016,0.0,0.410975,6.0,2016.0
1453,1,17888,0.3125,0.25,1,0,360010142035022,0.0,0.59523125,10.0,2016.0
1454,1,61337,0.75,1.0,1,1,360010143024026,0.0,0.882675,15.0,2016.0
1455,1,11110,0.25,0.5,1,0,360010146092014,0.0,0.5927749999999999,7.5,2016.0
1456,1,30374,0.75,0.5,1,1,360010004011004,0.0,0.8286250000000001,15.0,2016.0
1457,1,3704,0.375,0.5,1,0,360010142022003,0.0,0.6517375,20.0,2016.0
1458,1,48826,0.3125,0.25,1,0,360010135061017,0.0,0.59523125,10.0,2016.0
1459,1,12826,0.1875,0.5,1,0,360010139021004,0.0,0.56329375,7.5,2016.0
1460,1,77332,0.3125,0.5,1,0,360010135082026,0.0,0.6222562500000001,15.0,2016.0
1461,1,37444,0.5625,0.5,1,0,360010145032009,0.0,0.74018125,6.0,2016.0
1462,1,11124,-0.375,0.75,1,0,360010146092014,0.0,0.3249875,7.5,2016.0
1463,1,70665,-0.0975,0.25,1,0,360010019023000,0.0,0.40183424999999995,15.0,2016.0
1464,1,30715,0.3125,0.5,1,0,360010004011004,0.0,0.6222562500000001,10.0,2016.0
1465,1,38980,0.0625,1.0,1,0,360010137071000,0.0,0.5583812499999999,10.0,2016.0
1466,1,30506,0.4375,-0.25,1,0,360010004011032,0.0,0.60014375,10.0,2016.0
1467,1,48780,0.125,0.5,1,0,360010135061017,0.0,0.5338125,15.0,2016.0
1468,1,16627,0.125,0.5,1,0,360010145012002,0.0,0.5338125,15.0,2016.0
1469,1,79498,0.5,0.75,1,0,360010137054015,0.0,0.737725,15.0,2016.0
1470,1,37396,0.0625,0.25,1,0,360010145032009,0.0,0.47730625,10.0,2016.0
1471,1,33129,-0.3125,0.0,1,0,360010145011059,0.0,0.27339374999999994,5.0,2016.0
